PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
m9rBI,rn3k2/1bb2p1p/2pqp1p1/pp6/3PB3/4PN2/PPQ2PPP/2R2RK1 w - - 2 16,f3g5 d6h2,650,102,100,76,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/uG2Y5vJL#31,Queens_Gambit_Declined Queens_Gambit_Declined_Queens_Knight_Variation
qvqam,8/3N1kpp/7q/3p4/1P1Pp3/5pP1/5P1P/Q1r3K1 w - - 0 38,a1c1 h6c1,655,100,90,809,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/xV6tdoYU#75,
orM7V,3r2k1/5ppp/2pbq3/p7/B1PQ4/4P2P/P5P1/3R3K b - - 2 27,d6c7 d4d8 c7d8 d1d8 e6e8 d8e8,656,102,79,183,backRankMate endgame long mate mateIn3,https://lichess.org/bJ9jFjYa/black#54,
uy4HG,4r3/pp6/3R3p/6p1/2P3P1/kP5P/2R5/K7 w - - 1 46,d6h6 e8e1 c2c1 e1c1,657,87,100,62,endgame mate mateIn2 rookEndgame short,https://lichess.org/oZnU7Hjz#91,
cLrnh,2Q2nk1/5p1p/1r2p1p1/4b3/5B2/7P/R1p2PP1/7K w - - 2 30,f4h6 b6b1 h6c1 b1c1,658,88,75,55,endgame mate mateIn2 short,https://lichess.org/HoWx8NmA#59,
hB84h,1r3r1k/pp4pp/8/3R4/4B3/PP2P2Q/2P2qPP/R5K1 w - - 1 26,g1h1 f2f1 a1f1 f8f1,660,86,89,64,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/aea1Gnin#51,
AQdoF,7k/p5p1/2q2bQp/4r3/3p4/1B5P/PPP1r1P1/1R3R1K w - - 3 31,g6f7 c6g2,662,78,86,207,mate mateIn1 middlegame oneMove,https://lichess.org/IX9qjHSe#61,
7gLbd,2r1r1k1/4qppp/pQ6/3b2P1/3pP2P/3P4/PP6/1K2R1R1 w - - 0 24,e4d5 e7e1 g1e1 e8e1,664,91,81,457,endgame mate mateIn2 queensideAttack short,https://lichess.org/cakICHUB#47,
rndmY,5rk1/1p3pb1/p2p2p1/2rP3p/7P/3B4/qPPn2Q1/K1BN3R w - - 0 23,a1a2 c5a5,667,81,77,219,anastasiaMate mate mateIn1 middlegame oneMove,https://lichess.org/Q8ngtJOL#45,
eAH28,4rbk1/5p2/1p1p2pp/8/3N4/1QP1q1P1/PP4PP/3R2K1 w - - 8 26,g1h1 e3e1 d1e1 e8e1,672,94,89,407,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/ZyNVE6gn#51,
ea4zf,3r2k1/p4ppp/bpr1p3/4P3/8/P1R1qN2/1P2BRPP/4K3 w - - 0 27,c3e3 c6c1 e2d1 d8d1,674,91,87,644,mate mateIn2 middlegame short,https://lichess.org/s2c1f7D5#53,
TCvt7,r4k1r/1b1Q1ppp/1qP1p3/1B6/6n1/5N2/PP3PPb/RNB1RK2 w - - 4 16,c6b7 b6f2,675,87,93,352,mate mateIn1 middlegame oneMove,https://lichess.org/qtJJTsOs#31,Scandinavian_Defense Scandinavian_Defense_Blackburne_Gambit
pEeKd,r1b1k1r1/pp2n3/1bn2p1B/1B1P3P/1P5q/PN6/4QPP1/R3R1K1 b q - 0 21,b6f2 e2f2 h4f2 g1f2,676,88,69,112,crushing master middlegame pin short,https://lichess.org/A8KB81rD/black#42,
NXvzv,5rk1/4bpp1/7p/1BPp4/P2Pbq2/2p2n2/R3NPPP/3Q1RK1 w - - 7 26,g1h1 f4h2,676,81,50,61,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/tF0ORipd#51,
JmIJ2,r4rk1/p1p2qpp/1p2p2n/4R3/5BQ1/3P4/PPP2PPP/R5K1 w - - 7 21,f4h6 f7f2 g1h1 f2f1 a1f1 f8f1,678,95,74,230,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/Y4DV3HPg#41,
f5osh,3r2k1/pp3p2/2pr3q/6p1/3PBnR1/1P3P2/P2Q1P2/6RK w - - 2 27,g4h4 h6h4,679,91,90,151,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/EFkWnybO#53,
nieLz,8/6R1/5p2/6p1/1P5k/1r5P/6K1/8 b - - 0 55,b3b4 g7h7,684,107,94,524,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/OAdwWXsf/black#110,
FWlFM,8/k7/p7/1p2P3/3P1K1r/PR6/1P6/8 w - - 3 49,f4e3 h4h3 e3d2 h3b3,685,97,92,516,crushing endgame rookEndgame short skewer,https://lichess.org/jNbjaPBo#97,
xQAN9,r1bqk1nr/pp1p3p/4p1p1/4P1b1/4P3/2N2Q2/PPP3PP/R1B2RK1 b kq - 3 14,g5c1 f3f8,686,100,95,1247,mate mateIn1 middlegame oneMove,https://lichess.org/IB7X3mmA/black#28,Benoni_Defense Benoni_Defense_Old_Benoni
0T2Dz,6k1/p2r1ppp/4b3/1p2Pp2/2pP3B/1P2P3/P4PPP/2R3K1 b - - 0 22,c4b3 c1c8 d7d8 c8d8,686,93,65,93,backRankMate endgame mate mateIn2 short,https://lichess.org/kGopxiCJ/black#44,
WWPvC,2r1R1k1/5ppb/p6p/1p1B3n/1P1N1qP1/2P2P2/6K1/4Q3 b - - 1 37,c8e8 e1e8,689,82,81,63,master mate mateIn1 middlegame oneMove,https://lichess.org/x6tEWGJK/black#74,
8pE6F,1r1Q1k2/5pp1/7q/p1p3b1/2P2N2/PP1RP3/1B6/1K1Q2nr b - - 0 34,b8d8 d3d8 g5d8 d1d8,690,81,89,103,mate mateIn2 middlegame short,https://lichess.org/NCFB3Und/black#68,
YbjQH,2kr1r2/8/pp4p1/P1p1pb2/7R/3qQ3/BP3PPP/2R3K1 w - - 0 25,e3g5 d3d1 c1d1 d8d1,690,82,82,148,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/jzY4go9Z#49,
norTn,6k1/R4ppp/3p1b2/8/2P1PB2/1rq2P1P/Kp3PB1/6R1 b - - 4 35,c3c2 a7a8 b3b8 a8b8 f6d8 b8d8,691,97,94,823,backRankMate long mate mateIn3 middlegame,https://lichess.org/sYLbA9Eo/black#70,
3rX8F,rnb2rk1/p2p1ppp/1p2p3/4P3/3q4/3B2PP/PP4K1/RNBQ3R w - - 2 13,g2h2 d4f2,693,86,100,106,mate mateIn1 oneMove opening,https://lichess.org/QA0W6Gaf#25,Sicilian_Defense Sicilian_Defense_French_Variation
2KhPC,6k1/5pp1/7p/Rp2PB2/5P2/1r4P1/3r3P/6K1 b - - 0 35,b5b4 a5a8 d2d8 a8d8,695,91,72,152,endgame mate mateIn2 short,https://lichess.org/CvQjhOkL/black#70,
uSIXK,2r1r1k1/2qpbppp/p7/5P2/2NQb1n1/1BP1B3/PP4PP/3R1RK1 w - - 7 22,d4e4 c7h2,696,99,94,820,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/PDozZxXn#43,
qOC7g,r2k3r/pp1b1pp1/3b1n1p/q1pN4/B6Q/8/PPP2PPP/R1B1R1K1 w - - 8 17,a4d7 a5e1,696,105,96,1536,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/9m4rcUEg#33,Scotch_Game Scotch_Game_Scotch_Gambit
1GNvy,2B5/8/1K6/6k1/P5np/8/8/8 w - - 1 54,c8g4 g5g4 b6c7 h4h3 a4a5 h3h2 a5a6 h2h1q,697,107,54,27,advancedPawn crushing endgame promotion veryLong,https://lichess.org/3YKM6hhJ#107,
dagAH,r4rk1/ppp3pp/2n5/3p4/8/1P1P4/1PPQb1PP/R1B1Rq1K w - - 2 17,e1f1 f8f1,698,82,100,323,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/GPYXEgac#33,Petrovs_Defense Petrovs_Defense_Italian_Variation
g5afJ,8/8/5k2/5P1K/1r5P/5R2/8/8 w - - 1 55,h5h6 b4h4,700,89,47,84,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/vkg5NlnJ#109,
PlKky,4r1k1/pp5p/3prppB/8/1Q6/2P2N2/P3qPPP/R5K1 w - - 2 21,b4b7 e2e1 f3e1 e6e1 a1e1 e8e1,701,89,77,174,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/yPSTdp1P#41,
Buagd,rn1q1bkr/pp2p1pp/2p5/8/3P2Q1/2N5/PPP3PP/R1B1K2R b KQ - 0 10,e7e6 g4e6,707,87,88,323,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/IJBd534O/black#20,Blackmar-Diemer_Gambit_Accepted Blackmar-Diemer_Gambit_Accepted_Ziegler_Defense
UUS8N,4r2k/1pp4p/6R1/p3p3/4P2P/Pq5r/5PQ1/6RK w - - 1 37,g2h3 b3h3,708,103,93,618,endgame hangingPiece master mate mateIn1 oneMove,https://lichess.org/e4nPuhj2#73,
TvIPQ,2k2rr1/ppp4p/1bp1pNqp/4P3/3P4/2P2Q1P/PP3PP1/R4RK1 w - - 8 17,f3h5 g6g2,711,83,100,474,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/2Ww2iXwl#33,Kings_Pawn_Game Kings_Pawn_Game_Busch-Gass_Gambit
QyI9u,1r4k1/5ppp/b3p3/p2qP3/5Q2/5R1P/6PK/8 b - - 3 29,a6e2 f4f7 g8h8 f7f8 b8f8 f3f8,713,93,85,763,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/FGmM4Vxp/black#58,
EE3K6,3q2k1/6Pp/1p1rp3/2p2p2/5Pn1/1P4P1/1B1PQ1B1/6K1 b - - 6 31,d6d2 e2e6,717,108,92,497,endgame mate mateIn1 oneMove,https://lichess.org/1YzTAwcN/black#62,
nmW5w,r3r2k/b1p2q1n/p5pB/1pP1p3/4PN2/1B1P3P/P1R2PPK/5R2 b - - 0 30,f7d7 f4g6,720,78,100,1192,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/sLFMippF/black#60,
GuV6Y,8/7p/6k1/6p1/6P1/2r1N3/5PK1/8 b - - 9 52,g6f6 e3d5 f6g6 d5c3,722,76,100,124,crushing endgame fork short,https://lichess.org/j3qCSZ9F/black#104,
qorkj,r1b3k1/6pp/2n1p3/qpnp2PP/8/1PQ1P3/1BP3r1/1K1R2NR b - - 0 24,b5b4 c3g7,722,78,74,101,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/59F6cOLa/black#48,
xlDXO,6k1/8/5Q2/2Pp4/1rq4P/4p3/5PP1/6RK w - - 4 43,f2e3 c4h4 f6h4 b4h4,724,83,57,90,endgame mate mateIn2 short,https://lichess.org/TeaHXA1l#85,
n6On7,2kr1b2/ppp3p1/4p3/5P2/5Pp1/5r2/PPP3RP/RNK3B1 w - - 1 18,g2g4 f3f1,724,82,100,150,mate mateIn1 middlegame oneMove,https://lichess.org/Tf3Q5V1u#35,Zukertort_Opening Zukertort_Opening_Wade_Defense
kmMjo,r2qk2r/pp1nbpp1/2p1pn1p/8/3PN2B/3B1Q1P/PPP3P1/R4RK1 b kq - 5 12,f6e4 f3f7,732,85,100,1048,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/EuJMqOne/black#24,Blackmar-Diemer_Gambit_Declined Blackmar-Diemer_Gambit_Declined_OKelly_Defense
afVHa,1k2r3/bpr5/p2p1p2/3P1Np1/1P4P1/3Q3p/PB5P/2R4K w - - 1 38,c1c7 e8e1 d3f1 e1f1,732,81,100,259,endgame mate mateIn2 short,https://lichess.org/Hi2ou7B9#75,
ovIZE,2R4R/pp1rkp2/4p1p1/4P2p/P2b1P2/1r4P1/6KP/8 b - - 1 30,b3c3 c8e8,733,109,94,872,endgame mate mateIn1 oneMove,https://lichess.org/K5F0P2zK/black#60,
X6sxf,r2q2rk/3ppp1p/p1b5/1p2P2Q/8/2NB4/PPP2PP1/2KR4 b - - 0 18,e7e6 h5h7,735,111,95,213,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/5HYpVFQc/black#36,Sicilian_Defense Sicilian_Defense_Katalimov_Variation
vHpol,r4rk1/pbp2pbp/4p1p1/2p1N3/2PP1P1q/1P2P3/P1Q3PP/R1B1R1K1 w - - 1 18,e5d7 h4e1,735,103,94,997,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/hdAFpERP#35,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations
1vjOc,2qr1r1k/1p5p/6p1/p2BB3/2Pb4/P4PQP/1P3P2/R5K1 b - - 1 25,d4e5 g3e5 f8f6 e5f6,735,84,80,160,mate mateIn2 middlegame short,https://lichess.org/15OdigsL/black#50,
FJmGE,r6k/2q3pp/2pbQ1p1/1p1p2P1/pP1P1R2/P5NP/2P3K1/4R3 b - - 0 28,d6f4 e6e8 a8e8 e1e8,736,92,76,77,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/v1ECxLsv/black#56,
RwBnZ,8/4kppp/1B1r4/8/5n2/PR6/5P1P/6K1 w - - 0 38,b6c7 d6d1,738,81,76,92,endgame mate mateIn1 oneMove,https://lichess.org/G2JR4ZyH#75,
kUnwh,5rk1/p4ppp/8/8/1R2PP2/1Q2nq1P/P4PrK/6R1 w - - 3 33,g1g2 f3g2,739,91,100,35,endgame master mate mateIn1 oneMove,https://lichess.org/tpal582B#65,
rV1kh,4r1k1/5ppp/8/1Q6/1n6/2b1PqP1/P2R1P1P/2B2K2 b - - 2 32,c3d2 b5e8,739,78,100,766,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/wmAVeZwk/black#64,
U3ENs,4rrk1/ppp4p/7p/3n4/2q1pR2/2P3Q1/PPP3PP/5R1K b - - 1 21,g8h8 f4f8 e8f8 f1f8,743,100,88,1061,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/gttHjZpf/black#42,
BoIxL,3r2k1/1p3pp1/1qp4p/1Pb2b2/2P1N3/5NP1/2R1QP1P/6K1 b - - 4 27,d8e8 e4f6 g7f6 e2e8,743,96,93,2791,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/EOTTemJp/black#54,
j5RbR,2k4r/pq2n3/1p2pNr1/2p1Pp2/P2p1P1p/1P1P1R1K/2PB1Q2/4R3 b - - 5 35,b7f3 f2f3 g6g3 f3g3,743,88,41,69,advantage hangingPiece middlegame short,https://lichess.org/FH7FyjKx/black#70,
7418c,6k1/5p1p/q5p1/8/P7/5QP1/3p1PKP/3Rr3 w - - 5 34,d1d2 a6f1,744,77,100,111,endgame master mate mateIn1 oneMove,https://lichess.org/8Iq0WoQh#67,
BpPC5,3Q4/1Q6/6pk/3pq3/4p3/4PppP/P4PK1/8 w - - 0 49,g2g1 e5a1 b7b1 a1b1,744,87,78,106,endgame master masterVsMaster mate mateIn2 queenEndgame short,https://lichess.org/LtJ2jAcX#97,
QZ7yx,r4r1k/p4Rpp/1p3b2/8/1P1q4/P4Q2/B4PPP/5RK1 b - - 0 22,f8f7 f3a8 d4d8 a8d8 f6d8 a2f7,744,81,98,487,crushing hangingPiece long master middlegame,https://lichess.org/06qUtnyE/black#44,
UsFlg,8/1pp5/p5kp/6P1/8/PrP1K2R/7P/8 w - - 1 40,g5h6 b3c3 e3f4 c3h3,747,89,97,1750,crushing endgame rookEndgame short skewer,https://lichess.org/KFQ9KAm7#79,
7e3gh,3RN1k1/p3nppp/1pq3n1/2p5/2P1bP2/2P1P3/PBQ3PP/5RK1 b - - 0 20,e4c2 e8f6,749,92,92,1335,doubleCheck mate mateIn1 middlegame oneMove,https://lichess.org/AOTdrw4R/black#40,
0iayv,8/2K5/kp6/1Rb1p3/P3P3/8/8/8 w - - 11 65,b5c5 b6c5 c7d6 c5c4 d6e5 c4c3,750,77,100,215,crushing endgame hangingPiece long quietMove,https://lichess.org/peElaz4w#129,
71RBl,8/3R2p1/5k1p/1P3p2/8/2PKP3/8/7r w - - 1 37,b5b6 h1d1 d3c2 d1d7,751,79,90,449,crushing endgame master rookEndgame short skewer,https://lichess.org/NXxUJYGP#73,
ydEQz,2r3k1/2r2ppp/4p3/p2pq3/2P5/1P1Q3P/P1R2PP1/3R2K1 b - - 2 29,d5c4 d3d8 c8d8 d1d8,752,84,96,276,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/gLI9NoZa/black#58,
Yclu0,4r1k1/2P5/1n3n1p/1Nr3p1/2qN4/Q5B1/5PPP/4R1K1 w - - 4 29,e1c1 c4c1 a3c1 c5c1,753,81,98,268,backRankMate mate mateIn2 middlegame short,https://lichess.org/NIlHLMKW#57,
7tSKR,r4r1k/1bp3pp/1p1pB3/1n1Pp1b1/1PN1P3/5R1P/3N2P1/5RK1 b - - 8 30,b5d4 f3f8 a8f8 f1f8,755,95,63,99,backRankMate mate mateIn2 middlegame short,https://lichess.org/JhKSeLyG/black#60,
AX0HJ,r5kr/pp2nppp/1b1Np3/3pP2Q/5P2/BP6/2qP2PP/R4R1K b - - 4 18,e7f5 h5f7,755,81,98,320,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/gJ9PQAcs/black#36,Scandinavian_Defense Scandinavian_Defense_Other_variations
pGvs9,4B3/8/1p6/p1pp1b1P/4k1p1/1P4P1/PK4P1/8 b - - 2 44,f5h7 e8g6 h7g6 h5g6 e4e5 g6g7,756,84,83,288,advancedPawn bishopEndgame crushing endgame long,https://lichess.org/T5CHoxn4/black#88,
gflda,4R3/8/8/8/k7/1r6/2K5/8 b - - 22 77,a4a3 e8a8 a3b4 a8b8,757,104,96,288,crushing endgame master rookEndgame short,https://lichess.org/uw3NBgGF/black#154,
6O8NJ,8/8/3k3p/PPb3p1/2K3P1/7P/8/8 b - - 2 48,c5a7 b5b6 a7b6 a5b6,760,85,68,125,bishopEndgame crushing endgame short,https://lichess.org/5AhDh5lO/black#96,
f679L,r1br2k1/2q2p1p/pp2pPpQ/2np2P1/P7/2P2Nb1/1P2N2P/R4R1K b - - 1 27,c7d6 h6g7,760,79,99,1087,mate mateIn1 middlegame oneMove,https://lichess.org/iOcWOuim/black#54,
Qs992,8/3n1p1k/pr4pp/q2R4/2Q1p3/2b1P1BP/P3BPP1/K6R w - - 0 25,c4c3 a5c3,762,97,92,476,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/Ef6zXrQS#49,
uFniu,r4r1k/pp1R2pp/1b2p3/8/Q1B5/1N6/P4qPP/3R3K w - - 3 25,c4e6 f2f1 d1f1 f8f1,763,80,100,281,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/8k7canXt#49,
5owu6,5k2/6p1/6P1/R4K1P/4P3/5P2/8/7r w - - 7 54,f5e5 h1h5 e5e6 h5a5,763,84,81,375,crushing endgame master rookEndgame short skewer,https://lichess.org/HzG4aWcE#107,
dvpZp,r6r/1b4k1/1qp2Npp/4p3/1pB5/3P1N1P/P1P2PP1/Q5K1 b - - 0 33,g7f6 a1e5,764,88,100,48,mate mateIn1 middlegame oneMove,https://lichess.org/ac8CfQiM/black#66,
Ya9cJ,5r2/3Q4/1p4pk/4P2p/8/1P1B4/P1r2qPP/3R3K w - - 2 33,d3c2 f2f1 d1f1 f8f1,767,103,92,551,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/H8wpWQ3j#65,
noSmt,1k6/1pp5/5p2/p6r/3Pp3/P1P2qP1/1P3P2/1R2QK2 w - - 1 37,e1e2 h5h1,767,87,99,2745,endgame killBoxMate mate mateIn1 oneMove,https://lichess.org/6I5OULie#73,
JJUB1,r3rk2/pp3pp1/5pp1/2Pp4/3P2P1/P2KP3/1P5R/4R3 b - - 3 33,e8e4 h2h8 f8e7 h8a8,769,93,72,261,crushing endgame rookEndgame short skewer,https://lichess.org/RqwfuQIC/black#66,
27m2q,2kr1b1r/1pq2pp1/p1n5/3P3p/2P1N1n1/5B1P/PP3PP1/R1BQ1RK1 w - - 1 14,c1e3 c7h2,771,81,93,184,mate mateIn1 middlegame oneMove,https://lichess.org/UDWOqqvJ#27,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation
ARh5J,8/6p1/5pkp/2R5/3n1K2/8/5P1P/8 w - - 7 42,c5c3 d4e2 f4e3 e2c3,777,91,90,1034,crushing endgame fork short,https://lichess.org/b5eZ8es7#83,
7FLX4,3rr3/p5Rp/kp3p2/2p5/5B2/8/PPP2PPP/4R1K1 w - - 1 24,e1e8 d8d1 e8e1 d1e1,778,77,100,269,backRankMate endgame mate mateIn2 short,https://lichess.org/Wuu5HUWG#47,
eLiau,4r2k/p1r3pp/1q1b4/4BQ2/1P1p4/P7/6PP/R4R1K b - - 0 31,d6e5 f5f8 e8f8 f1f8,779,96,89,345,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/5azfhqyd/black#62,
4douR,3r2k1/pp3ppp/5p2/2p5/P7/2PqPQ2/5PPP/R5K1 w - - 0 21,f3b7 d3d1 a1d1 d8d1,781,117,100,27,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/Kl9m4Gvm#41,
PUTDZ,8/8/1pn1K3/2b5/P6k/5R1P/8/8 w - - 9 65,e6f7 c6e5 f7e6 e5f3,782,77,100,150,crushing endgame fork short,https://lichess.org/qXR05OPf#129,
Hg9rZ,r4rk1/pp1N1ppp/b1p1qn2/8/2PQ4/4P3/PB3PPP/R2R2K1 b - - 1 17,f6d7 d4g7,783,77,82,126,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Rs8PPABx/black#34,Queens_Gambit_Declined Queens_Gambit_Declined_Normal_Defense
RdCSK,2r5/1p1k2pp/1B3p2/3P4/8/5N2/r4PPP/2R3K1 w - - 2 26,c1c8 a2a1 c8c1 a1c1 f3e1 c1e1,784,78,100,116,backRankMate endgame long mate mateIn3,https://lichess.org/iF7Atfcs#51,
uJsde,5rk1/p5pp/4Q3/3pP3/8/4q3/Pr4PP/5R1K b - - 0 25,g8h8 f1f8,784,85,92,166,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/dYTW1LWc/black#50,
fzHbv,3r3r/pp2pk2/2p4R/4qp1Q/1P1P3b/P3P2P/1B1K1P2/8 b - - 4 34,f7f8 h6h8 e5h8 h5h8,787,91,97,729,crushing middlegame short,https://lichess.org/VJNmuG1O/black#68,
dp0Aq,r1b1kbnr/2q3pp/p1p1p3/5p2/7B/2N5/PPP2PPP/R2QKB1R b KQkq - 1 12,c7f7 d1d8,788,88,100,69,mate mateIn1 oneMove opening,https://lichess.org/kEmY9EKq/black#24,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
xlklK,6k1/p4r1q/2p1bp2/2p3p1/2PbN3/PP2R2P/R1Q3P1/6K1 w - - 1 27,e4f6 f7f6 c2h7 g8h7,788,76,100,143,advantage hangingPiece middlegame pin short,https://lichess.org/LkMj6Z4C#53,
Y7OnE,8/2r5/4pnpk/3pNp2/3P1K1P/4P3/R4P2/8 w - - 2 41,f2f3 f6h5,788,81,100,264,endgame mate mateIn1 oneMove,https://lichess.org/KmxiDECw#81,
RTwb6,r4rk1/pp1qbpp1/2npbn1p/2p1p1N1/2P4P/PPN1P3/1BQP1PP1/2R1KB1R b K - 0 11,f6h7 c2h7,790,85,100,42,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/umVGah63/black#22,English_Opening English_Opening_Kings_English_Variation
JDWW9,2k1rr2/p1p3pp/p1P5/2bp4/R7/P7/1PPN2PP/R1B4K w - - 6 20,d2f3 e8e1 f3e1 f8f1,792,105,94,361,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/1CEm2Nnw#39,
L5vJZ,1r3r2/1q1bppkp/3p2p1/2pN2Pn/p3P2P/1BQ2P2/PPP5/2KR3R b - - 4 19,g7g8 d5e7,793,79,78,101,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/vRLS4glX/black#38,
VJLdw,5rk1/pp4p1/4pq1p/2n5/3r4/8/PP2Q1PP/R1BR3K w - - 0 22,d1d4 f6f1 e2f1 f8f1,793,81,82,316,backRankMate mate mateIn2 middlegame short,https://lichess.org/8gyFMMPl#43,
Dw0A0,r1b3k1/pp3pp1/2p4p/8/5P2/2P5/P1P2RPP/R1B1r2K w - - 1 21,f2f1 e1f1,795,123,60,33,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/kivCHhr0#41,
ZR0cU,r7/p6k/2b5/3ppr2/6R1/7R/P1P3PP/7K b - - 1 36,f5h5 h3h5,795,102,37,51,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/gDb5sJZU/black#72,
xkoNl,7r/pp3r2/3p2k1/2nPp2p/2Pn4/4B3/PP3PP1/R1Q1K3 w Q - 2 29,e3d4 c5d3 e1d2 d3c1,797,104,92,948,advantage endgame fork short,https://lichess.org/x4o8F8pC#57,
TMytu,rnb1k1nr/ppp2ppp/3p1q2/2b4B/3NP3/2N3P1/PPP2P1P/R1BQK2R w KQkq - 5 9,d4b5 f6f2,800,100,93,671,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/EpyKnKVH#17,Vienna_Game Vienna_Game_Anderssen_Defense
WpVZp,7r/2p5/2pp4/4p1k1/4Pp2/1pPP4/1P1R1Pr1/1K5R w - - 0 37,h1h8 g2g1 d2d1 g1d1,800,83,60,119,endgame mate mateIn2 rookEndgame short,https://lichess.org/R6DNjJwg#73,
594jw,5k2/2R3p1/3P1p1p/8/6P1/2K4P/8/3r4 w - - 1 44,c7c6 d1c1 c3d4 c1c6,800,100,91,1775,crushing endgame rookEndgame short skewer,https://lichess.org/qd4tumSr#87,
8iHre,8/8/5K1p/1p6/2k3P1/7P/8/8 w - - 0 49,f6g6 b5b4 g6h6 b4b3 g4g5 b3b2 g5g6 b2b1q,801,121,50,17,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/CzIXEPjL#97,
SVWNb,5R2/8/4k1p1/1p1pr2p/7P/P1P3K1/1P6/8 b - - 3 44,e5e2 f8e8 e6f6 e8e2,801,79,100,134,crushing endgame rookEndgame short skewer,https://lichess.org/tEPavA7T/black#88,
Bm4Y1,r2q1nk1/p5pp/1p1br3/3Q1p2/3P4/2PB1N1P/P2B1PP1/R5K1 w - - 1 18,d3f5 d6h2 f3h2 d8d5,802,86,55,76,advantage discoveredAttack middlegame short,https://lichess.org/VTBpg0an#35,Petrovs_Defense Petrovs_Defense_Classical_Attack
T8mPh,2kr2nr/pp3ppp/8/2b1pb2/2P5/P1N1PN2/RP2B1PP/2K4R w - - 1 17,f3e5 c5e3,803,77,100,449,master mate mateIn1 middlegame oneMove,https://lichess.org/0KSOMKNK#33,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation
befOY,4k3/8/4n1pp/1r6/4N2P/2b1B1P1/1p2K3/1R6 b - - 0 40,c3g7 e4d6 e8d7 d6b5,812,104,84,501,advantage endgame fork master short,https://lichess.org/oGPQ6BAI/black#80,
I0afH,r3kb1r/ppqn1pp1/2p1pnp1/8/3PN3/8/PPPBBPPP/R2Q1RK1 w kq - 4 12,e4g5 c7h2,813,85,89,366,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/B8b9oKh6#23,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
6AfmM,2r5/pp1b4/3Pk1p1/7p/1P2p3/P3P3/5PP1/B2R2K1 w - - 0 41,d1d4 c8c1 g1h2 c1a1,813,80,80,129,crushing endgame fork short,https://lichess.org/zNWDppK2#81,
C8DvH,r4rk1/pp3ppp/1bn5/3p1n2/3P1p1q/2P2B2/PPQ2NPP/R1B2K1R b - - 1 15,f5g3 h2g3 h4h1 f2h1,813,79,89,439,advantage middlegame short,https://lichess.org/ClXbME6Q/black#30,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
