PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0qZk4,2k3r1/ppp1n2Q/8/1P1p4/2nP2q1/2P2RP1/P2N2N1/6K1 w - - 1 24,d2c4 g4f3 h7e7 f3g3 e7e6 c8b8,2123,84,90,1715,advantage long middlegame,https://lichess.org/iDHCay5J#47,
siYQX,8/3r1p1k/P1p2Qpp/2pq4/8/7P/6P1/5R1K b - - 0 38,d5e6 f6e6 f7e6 f1b1,2125,129,86,18,crushing defensiveMove endgame short,https://lichess.org/RtFIPyKL/black#76,
FV7Pn,8/8/4p3/p1pk2p1/P5P1/2PPK3/8/8 w - - 1 43,d3d4 c5d4 c3d4 e6e5 d4e5 d5e5,2127,76,85,83,crushing endgame long pawnEndgame zugzwang,https://lichess.org/V3za7R9I#85,
pnNLU,r2qr1k1/ppp2ppp/2nb1n2/5b2/2Pp4/1P1P1N1P/PB2BPP1/RN1Q1RK1 w - - 0 11,f3d4 c6d4 b2d4 d6h2 g1h2 d8d4 b1d2 d4e5,2128,76,93,4564,crushing discoveredAttack kingsideAttack opening veryLong,https://lichess.org/ysbMZRib#21,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations
5MMzO,2rr2k1/pp3pp1/4Bb1p/q7/4QP2/P7/1P3PPP/2RR2K1 b - - 0 21,f7e6 c1c8 d8c8 e4e6 g8h7 e6c8,2130,78,95,372,advantage attraction fork intermezzo long middlegame pin,https://lichess.org/EnVRLN0Y/black#42,
84Awc,5rk1/2p3p1/3p3p/PQ1Pp3/2P2r2/3q3P/R3RPP1/6K1 w - - 1 32,e2c2 d3d1 g1h2 f4e4 c2d2 d1f1 d2b2 e4e1,2131,99,84,33,advantage defensiveMove endgame veryLong,https://lichess.org/qaKxMVus#63,
FlyI4,r3kb1r/ppp1qppp/2Np1n2/8/4P1b1/2N1BQ2/PPP2PPP/2KR1B1R b kq - 0 9,g4f3 c6e7 f3d1 e7d5 f6d5 c3d5,2131,77,88,424,crushing long opening,https://lichess.org/wSTqyTgD/black#18,Philidor_Defense Philidor_Defense_Exchange_Variation
KUsZa,r4rk1/1p1b2pp/pb1B4/3P1p2/1PPq4/P5QP/5PP1/4RR1K b - - 0 28,f8f6 d6e5 f6g6 e5d4 g6g3 d4b6,2131,88,53,35,advantage fork long middlegame,https://lichess.org/9dBh6Bz6/black#56,
6zONo,8/1p6/p1p5/2k1Bp1p/2P2P1P/PPK5/8/1b6 b - - 2 43,a6a5 e5c7 b1e4 b3b4 a5b4 a3b4,2134,72,93,5407,bishopEndgame endgame long mate mateIn3,https://lichess.org/vXoJgGFi/black#86,
0hTy8,5rk1/1b5p/p5p1/1p1p4/2p5/P1P2R1q/1PQ1BK2/3R4 b - - 0 33,f8f3 e2f3 h3h2 f3g2 d5d4 f2f1,2136,77,92,2965,advantage defensiveMove endgame long,https://lichess.org/oYULmrgW/black#66,
Juzy5,2r5/p4pkp/4p1p1/8/8/3N4/P1pR1PPP/1rR3K1 w - - 4 30,h2h3 c8c3 d2c2 b1c1 c2c1 c3d3,2138,85,85,45,advantage endgame long,https://lichess.org/ta70DM6O#59,
egb9z,8/8/pp4pp/2pk1p2/P4P2/1PPK4/6PP/8 w - - 0 32,h2h4 c5c4 b3c4 d5c5 d3e3 c5c4,2140,79,91,191,crushing endgame long pawnEndgame,https://lichess.org/HdEi8bTp#63,
U1zvo,2r2rk1/5ppp/p3p3/qp1nN3/3R2P1/1P1Q4/1PP2P1P/1K1R4 w - - 1 20,c2c3 d5c3 b2c3 c8c3 e5c6 c3c6,2140,83,89,1326,advantage long master masterVsMaster middlegame queensideAttack,https://lichess.org/5UCF5NkS#39,
ryA7D,r7/pp6/3kb2Q/2qpn3/8/P7/5RPP/RN4K1 w - - 2 29,b1d2 c5f2 g1f2 e5g4 f2g1 g4h6,2141,75,94,9369,advantage attraction fork long middlegame sacrifice,https://lichess.org/tUOEZCp0#57,
jF1kI,1R2n3/5p2/6kP/1p4B1/5K2/5P2/8/4r3 b - - 4 51,e8d6 b8g8 g6h7 g8g7 h7h8 g5f6 d6e8 g7g1 e8f6 g1e1,2141,84,90,135,clearance crushing discoveredAttack endgame exposedKing quietMove veryLong,https://lichess.org/J8jUb8AZ/black#102,
QdFov,r1b3k1/pp1nbrpp/1qp1Rn2/8/2BP4/2N2Q2/PPP2PPP/R1B3K1 b - - 0 12,b6d4 e6e4 d4c4 e4c4,2142,76,83,217,advantage master middlegame pin short,https://lichess.org/04M9JFUa/black#24,Scandinavian_Defense Scandinavian_Defense_Main_Line
DoVHB,4r3/1b1k1q1p/2p3p1/1pQ5/p3P3/2N2P2/PPP3PP/2K5 b - - 2 24,d7c7 c3b5 c7d8 c5b6 d8e7 b6b7,2143,81,90,598,crushing endgame interference long pin,https://lichess.org/SDzpJOA8/black#48,
pv9UF,2r2k1r/3q1p2/p6p/1pbBp3/4Q1b1/4P3/PPP2PP1/R2R2K1 b - - 1 21,g4f5 e4e5 h8g8 d5e4 d7e6 e5f5,2145,75,92,2649,advantage long middlegame,https://lichess.org/bNCglXHv/black#42,
EMDga,3n1r1k/p5p1/7p/2pQ1p1q/4BRn1/2P3P1/PP2N3/R4K2 w - - 2 28,f4f5 f8f5 d5f5 g4e3 f1e1 e3f5,2146,77,94,2994,advantage attraction exposedKing fork long middlegame,https://lichess.org/wisjuzsV#55,
oyyPp,r5k1/2q2ppp/3b1n2/p2p4/1ppP2N1/2P4P/PP2QPPB/4R2K b - - 0 24,f6g4 e2e8 d6f8 h2c7,2146,76,84,103,crushing middlegame short,https://lichess.org/iRwg1zpS/black#48,
XSpfD,5r2/4qpkp/p3r3/1p2P1P1/3p1Q2/8/PPP5/1K1R3R w - - 1 26,h1h7 g7h7 d1h1 h7g7 f4h2 f8g8,2147,76,92,322,advantage defensiveMove endgame hangingPiece long,https://lichess.org/FO5mdHBb#51,
JNlbU,8/8/p7/P1N2pk1/3p4/1P1P1K2/2n5/8 b - - 0 65,f5f4 c5a6 c2e1 f3e2,2147,98,76,24,crushing endgame knightEndgame master short,https://lichess.org/MrCloLFs/black#130,
4rfdI,4rrk1/1b5p/p1q5/1p1pnpP1/3Q4/PPBB3P/2P5/4RR1K w - - 0 31,d3f5 c6c3 d4c3 d5d4 h1g1 d4c3,2147,74,94,5546,advantage attraction discoveredAttack exposedKing long master middlegame sacrifice,https://lichess.org/c3iTn8cm#61,
n1vWa,r3q3/pp4kp/6p1/3p1bB1/3Pp1P1/8/P4Q1P/5RK1 b - - 0 29,h7h6 g5h6 g7h6 f2h4 h6g7 g4f5,2149,82,88,978,attraction crushing endgame long master sacrifice,https://lichess.org/s8qUq26O/black#58,
omPGM,8/pPq3k1/P3p1pp/1Q1p1p2/4n3/4P3/5PK1/8 b - - 2 55,e4d6 b5b2 d5d4 b7b8q,2151,79,91,1664,advancedPawn crushing endgame pin promotion short,https://lichess.org/GMWwsMw9/black#110,
Fi0Kn,r1bqkb1r/pp3ppp/4p3/nBp5/4n3/5N2/PPP2PPP/RNBQ1RK1 b kq - 1 8,c8d7 b5d7 d8d7 d1e1 a5c6 e1e4,2151,81,89,929,crushing fork long opening,https://lichess.org/atv9tkKB/black#16,Sicilian_Defense Sicilian_Defense_French_Variation
oZuDJ,1r5k/4NQb1/p7/4q3/4p2P/2P5/PP1p4/1K4R1 b - - 1 37,b8b2 b1a1 b2a2 a1a2 e5a5 a2b1,2151,77,90,373,advantage defensiveMove endgame long,https://lichess.org/2iJnt3wZ/black#74,
ubSUz,2r3R1/pp1n3Q/4kb2/q4P2/2pR3P/4r3/1P5N/1K6 b - - 0 27,e6e5 h2g4 e5d4 h7d7 a5d5 d7d5 d4d5 g4e3 d5e4 g8c8,2151,76,93,2202,attraction crushing fork middlegame sacrifice veryLong,https://lichess.org/tbjHtkNQ/black#54,
WGCMD,3rrk2/2p2p2/5p1p/4pN2/2P1P1Q1/pq1P4/3R2PP/6K1 b - - 3 27,e8e6 g4g7 f8e8 g7g8 e8d7 g8f7 d7c6 f7e6 c6b7 f5e7,2152,84,89,77,advantage defensiveMove deflection endgame veryLong,https://lichess.org/g1TIk2GC/black#54,
zooji,8/8/8/p2k2pp/8/P2K2PP/8/8 w - - 0 44,d3e3 d5c4 g3g4 h5g4,2153,76,91,116,crushing endgame pawnEndgame short,https://lichess.org/gIyGJwnc#87,
demzW,r5k1/1n3rpp/p7/2p1P3/R1N5/2PpR2P/1Q3PK1/3q4 b - - 3 26,f7f5 b2b7 a8f8 a4a2,2154,112,75,20,advantage hangingPiece middlegame short,https://lichess.org/biekQsJ8/black#52,
vnEoV,1r5r/1p2kb2/p2qpp2/2Np2p1/P2P2Q1/1P6/5PP1/2R1R1K1 w - - 1 29,c5e6 d6h2 g1f1 h2h1 f1e2 f7h5 e1h1 h5g4,2155,87,91,849,advantage kingsideAttack middlegame pin veryLong,https://lichess.org/RMsKjawG#57,
64vRc,b7/P4pkp/6p1/6P1/6B1/2p5/1r3PPK/R7 b - - 3 42,b2f2 g4f3 a8f3 h2g3,2155,76,90,1662,advantage endgame sacrifice short,https://lichess.org/Iby1lvqd/black#84,
KidD7,r3qrk1/pbppb1pp/1p2p3/4N3/3PNn2/2P1Q3/PP3PPP/1B1R1RK1 w - - 12 16,e5d3 f4g2 g1g2 e8g6,2157,77,83,245,advantage attraction master opening sacrifice short,https://lichess.org/bIE3tLUm#31,Dutch_Defense Dutch_Defense_Raphael_Variation
LzFi0,8/2p5/4R3/4Pp2/1KP2k2/8/4r3/8 w - - 0 37,e6e8 e2e5 e8c8 e5e7,2158,75,86,99,crushing defensiveMove endgame rookEndgame short,https://lichess.org/7Ai67b5x#73,
3VFR9,rn3rk1/bpp3pp/p2pp3/1P2p1B1/P1NP1n2/1QPq1N1P/5PP1/R3R2K b - - 3 18,f4h3 c4e5 d6e5 b3e6 g8h8 e6h3,2161,93,77,53,advantage discoveredAttack fork long middlegame,https://lichess.org/ayr7vqpx/black#36,Italian_Game Italian_Game_Classical_Variation
ewY4o,5r1k/1p2r1p1/p2R3p/2P2q2/1P3N2/5pPR/P4Q2/6K1 w - - 0 36,h3h5 f5b1 g1h2 f8f4 g3f4 e7e2,2161,76,94,2631,advantage discoveredAttack long middlegame pin sacrifice,https://lichess.org/nC8u5CGl#71,
giHWU,2r5/2k3p1/p2n2P1/1n3P1P/1pq5/4r1N1/PPPR2Q1/1K1R4 w - - 5 35,f5f6 b5c3 b2c3 b4c3,2162,76,87,1093,crushing master middlegame queensideAttack sacrifice short,https://lichess.org/FyxSFPBA#69,
IhQiI,8/8/8/1pkp2p1/p5Pp/P1PK3P/1P6/8 w - - 6 39,d3e3 c5c4 e3d2 d5d4 d2c2 d4d3 c2d2 c4b3 d2d3 b3b2,2163,74,94,2218,crushing endgame exposedKing pawnEndgame veryLong,https://lichess.org/NaiHLZTx#77,
n78k3,2k4r/p1pr1p1p/2p2p2/8/1b2p3/1P2P3/P1PN1PPP/R3K2R w KQ - 2 14,e1c1 b4a3 c1b1 h8d8,2164,77,92,1554,crushing defensiveMove endgame short,https://lichess.org/jTbAo3Sb#27,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation
f9wKi,rqb2rk1/pp2b1pp/5n2/PN1pp3/1P3R1Q/2PB4/6PP/1RB3K1 b - - 0 20,a7a6 f4f6 f8f6 h4h7 g8f7 h7h5,2165,77,61,47,advantage kingsideAttack long middlegame,https://lichess.org/VAQgi590/black#40,
JdmqJ,8/p1R3R1/1p2p1k1/6p1/1P1q4/4pPP1/6KP/8 b - - 2 41,d4g7 c7g7 g6g7 b4b5,2170,85,90,1656,crushing defensiveMove endgame short,https://lichess.org/8klUD0xR/black#82,
HcM7Q,8/8/4p2p/3kP1pP/p1p3P1/2P1K3/1P6/8 w - - 2 45,e3d2 d5e4 d2e2 e4f4,2172,90,52,30,crushing endgame pawnEndgame short,https://lichess.org/hDsVLy98#89,
g8rzf,r4r1k/1p4p1/1pp5/5Nqp/4pnP1/P1PbQ2P/BP5K/R5R1 b - - 1 29,g7g6 h3h4 g5d8 e3f4 d8b8 f4b8,2172,77,84,146,advantage long middlegame,https://lichess.org/WgkbVxEG/black#58,
d9O0J,3R4/p1B3kp/2N5/2b3N1/6b1/1P6/P4r2/7K w - - 0 35,g5e4 g4f3 h1g1 f2g2 g1f1 g2g1,2173,85,84,216,doubleCheck exposedKing long mate mateIn3 middlegame,https://lichess.org/LKNvTtmP#69,
edoQo,1r3rk1/4qpb1/3p4/2p2NPQ/1pP2p2/3n3P/1P1B2B1/1R4K1 b - - 3 26,e7e5 g5g6 f7g6 g2d5,2173,79,91,162,advantage master middlegame short,https://lichess.org/JqKMGbav/black#52,
lVNiB,7k/pb4p1/7p/PNR5/2Q2n2/P4P1K/3q2PP/8 w - - 13 37,h3g4 d2g2 g4f4 g2f3 f4e5 f3f6,2174,75,93,1922,endgame long mate mateIn3,https://lichess.org/kg9zuTXw#73,
UYeQm,8/8/8/1k4KP/R7/8/p1r5/8 w - - 1 54,a4a8 c2c5 g5g4 c5c4 g4f5 c4a4,2176,76,95,2668,crushing endgame long master rookEndgame,https://lichess.org/nHUvq5Va#107,
8bIBp,r5q1/1b1nkpP1/pp1pp1n1/8/2P1P1P1/3BBN2/PQ3P2/2KR4 w - - 0 19,e4e5 b7f3 e5d6 e7e8 d1e1 g6e5,2177,82,78,70,advantage long middlegame,https://lichess.org/1BTt1bXR#37,French_Defense French_Defense_Normal_Variation
Ae7Es,4r1k1/3R3p/4K3/5PP1/3p4/7p/7P/8 w - - 4 49,d7e7 g8f8 e7e8 f8e8 g5g6 h7g6 f5g6 e8f8 e6f5 d4d3 f5g4 d3d2,2179,81,91,336,advancedPawn crushing endgame pin rookEndgame veryLong,https://lichess.org/Vtac8OAH#97,
F5btd,r5k1/2q2pb1/2b5/p4pNQ/1pBr4/1P6/5PPP/4R1K1 b - - 3 32,g8f8 c4f7 d4e4 e1e4 f5e4 g5e6 f8e7 e6c7,2181,75,94,380,crushing fork middlegame veryLong,https://lichess.org/00IZLaNQ/black#64,
LWiWx,1q6/3k1p2/QpBr3p/pPp1RPr1/2P5/8/P6P/7K b - - 2 32,d6c6 b5c6 d7d6 e5d5 d6e7 d5d7,2182,82,91,112,advantage endgame exposedKing long,https://lichess.org/YUdCwHkP/black#64,
cm8Ad,r1bq1rk1/pp1n2p1/4p2p/2bnNp2/8/1P1BP3/PB2NPPP/R2QK2R b KQ - 1 12,c5e3 f2e3 d5e3 d1d2 d7e5 b2e5,2182,76,84,345,advantage long middlegame,https://lichess.org/8axOZ6By/black#24,Dutch_Defense Dutch_Defense_Other_variations
OCd91,7k/p5pp/Np3r2/2P2pqn/1PBR4/7P/P4PP1/5RK1 b - - 0 28,h7h6 h3h4 g5g4 d4g4,2183,75,87,681,crushing master middlegame short,https://lichess.org/ECPJ1qrc/black#56,
q2bNB,8/p7/8/3p2PP/2k2K2/2p4r/8/2R5 b - - 0 47,d5d4 g5g6 h3h4 f4g5,2183,76,93,3403,advantage defensiveMove endgame master rookEndgame short,https://lichess.org/OyodnIGQ/black#94,
D6hdG,Q4rk1/1P3pp1/1q5p/2p5/8/3p2P1/5PKP/2R5 w - - 0 37,c1c5 b6c5 b7b8r f8b8 a8b8 g8h7,2185,95,86,330,crushing defensiveMove endgame hangingPiece long,https://lichess.org/66aZ3yfq#73,
9gGPW,rnb2rk1/ppp2ppp/3p4/6q1/2N1B3/2P5/PP3KPP/RN1Q3R w - - 0 11,h1f1 g5h4 f2g1 h4e4,2186,83,90,142,advantage fork opening short,https://lichess.org/eKWsPwLW#21,Kings_Pawn_Game Kings_Pawn_Game_Busch-Gass_Gambit
1BJkS,8/8/8/1pk2K2/8/8/5P1P/8 w - - 0 49,h2h4 b5b4 f5e4 b4b3 e4d3 c5b4 h4h5 b4a3 h5h6 b3b2 d3c2 a3a2,2187,118,100,21,advancedPawn crushing defensiveMove endgame pawnEndgame quietMove veryLong,https://lichess.org/eLzN9JLv#97,
1lzxC,8/7p/4k1p1/3p1nP1/3B1PKP/2P5/8/8 w - - 1 49,h4h5 g6h5 g4f3 f5d4 c3d4 e6f5,2189,78,82,239,crushing endgame long,https://lichess.org/McjQbWps#97,
lUlit,8/2p5/2b5/p1k4P/5P2/P3PpK1/5P2/8 b - - 0 56,a5a4 f4f5 c6d5 h5h6 d5g8 f5f6,2192,75,95,1584,bishopEndgame crushing endgame long quietMove,https://lichess.org/ow9hNfU3/black#112,
JruMW,rn3rk1/pp4p1/1q1pQb1p/4p3/5R2/2P5/PP3PPP/R1B3K1 b - - 1 17,f8f7 f4f6 g7f6 e6e8 g8g7 c1h6 g7h6 e8f7,2193,76,81,109,advantage deflection kingsideAttack middlegame sacrifice veryLong,https://lichess.org/R8jtn5Fe/black#34,Philidor_Defense Philidor_Defense_Exchange_Variation
dh6NJ,1k4r1/2p2R2/2Q5/3p4/1q5p/3BPKbP/6P1/8 b - - 0 34,g8f8 c6b5 b4b5 f7f8 b8b7 d3b5,2195,76,84,643,crushing deflection endgame intermezzo long sacrifice,https://lichess.org/zxIprljl/black#68,
x6QJf,4kr2/8/6KP/pp4P1/8/P7/8/8 b - - 0 62,f8f7 h6h7 f7f8 g6h6,2196,77,87,775,advancedPawn crushing defensiveMove endgame rookEndgame short,https://lichess.org/19e07b6S/black#124,
Dwle7,r3k2r/3qp1bp/p1p1bP2/1p1n2p1/2pP4/P1P2NB1/2Q1BPPP/4RRK1 b kq - 0 17,e7f6 f3g5 f6g5 e2g4,2199,91,83,29,clearance crushing middlegame pin sacrifice short,https://lichess.org/8pRWvwIJ/black#34,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
lfwtc,1k2r3/1p2r1pp/1R6/Q1pP1p2/2P2q2/8/P5PP/1R5K b - - 3 29,f4c4 d5d6 c4b4 a5b4 c5b4 d6e7,2200,78,86,55,advancedPawn advantage endgame long,https://lichess.org/q6uDdwlu/black#58,
MJMfe,r1b1k2r/ppp2ppp/2P1pq2/8/1bB1n3/2N1B3/PP3PPP/R2QK1NR w KQkq - 1 9,e3d4 e4c3 d4f6 c3d1,2200,88,87,466,advantage discoveredAttack master opening short,https://lichess.org/xCo0DgD4#17,Queens_Gambit_Accepted Queens_Gambit_Accepted_Central_Variation
pI4il,8/p2n2k1/1P4p1/P1p2p2/8/1r2NP1p/5P1P/R5K1 b - - 0 34,a7b6 a5a6 b6b5 e3d5 b3d3 a6a7 d3d5 a7a8q,2201,142,75,18,advancedPawn crushing endgame promotion quietMove veryLong,https://lichess.org/IyiW6Ezk/black#68,
aAcn7,r4rk1/p1p3pp/b3pn2/1p3p2/1P1q1P2/P2P2P1/2P3BP/RN1QRK2 w - - 0 19,b1d2 f6g4 e1e2 g4h2 f1e1 d4g1 d2f1 h2f1,2201,107,83,17,crushing exposedKing middlegame veryLong,https://lichess.org/sIhwq9wP#37,Bird_Opening Bird_Opening_Other_variations
oEQtA,3r2k1/bp1r1ppn/p2P3p/4BP2/1P2p2q/P6P/R3B1PK/3Q1R2 b - - 0 27,e4e3 f1f4 h4g5 h3h4 g5f4 e5f4,2202,77,87,1260,advantage long middlegame trappedPiece,https://lichess.org/e5DEj5cI/black#54,
DpgmW,8/8/1pkp1P2/p4K2/PbP1p3/1N6/8/8 b - - 0 51,e4e3 f6f7 d6d5 c4c5 b4c5 b3c5,2202,81,90,412,advancedPawn crushing endgame long,https://lichess.org/U51hdazD/black#102,
sNKKm,3r3k/4q1pB/4p3/2Pr4/Pp3P2/1P4P1/2Q4P/4R1K1 w - - 1 35,c5c6 d5d2 c6c7 d2c2 c7d8q e7d8 h7c2 d8d2 g1f1 d2c2,2205,80,91,200,advantage endgame fork veryLong,https://lichess.org/4ZANB33c#69,
k7lq9,N2k1bnr/p4ppp/B3p3/2pp1b2/3P1B2/4P3/1qP2PPP/3QK1NR w K - 0 12,g1f3 f5c2 d1d2 b2a1 e1e2 a1a6,2206,75,85,73,advantage fork long middlegame,https://lichess.org/f2wUMwST#23,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
OAYZP,r4rk1/3b2p1/2p2p1p/p1Rn1q2/Pp1P1P2/3N3P/1P1Q2P1/3BR1K1 b - - 0 28,f8e8 d1g4 e8e1 d3e1 f5f4 d2f4 d5f4 g4d7,2207,77,86,159,crushing middlegame veryLong,https://lichess.org/wQvoVfkE/black#56,
MyUc8,r1b1kb1r/1p3ppp/pqn2p2/1B1p4/3P4/2N1P3/PP3PPP/R2QK1NR w KQkq - 0 9,c3d5 b6a5 d1d2 a6b5,2208,79,90,1812,advantage fork opening short,https://lichess.org/JfneFuFM#17,Slav_Defense Slav_Defense_Exchange_Variation
ndYKB,r3k2r/p1p2ppp/1p2bn2/4Q3/2B5/B1P1P3/P4PqP/R3K2R w KQkq - 2 13,c4e6 g2h1 e1e2 h1e4 e5e4 f6e4,2209,75,92,1703,advantage hangingPiece long middlegame,https://lichess.org/Nv76tvCz#25,Queens_Gambit_Declined Queens_Gambit_Declined_Chigorin_Defense
scg6E,r1q1r1k1/pp1n1p2/6p1/7p/3p3P/6P1/PP1QPP1N/RN2K2R w KQ - 0 19,d2d4 c8c1 d4d1 e8e2 e1e2 a8e8 e2f1 c1d1,2210,77,97,614,attraction crushing deflection interference middlegame pin sacrifice veryLong,https://lichess.org/UGbsVXTj#37,
wN4vr,6r1/1p2q2k/3p3p/8/1RPQ3b/3PP2b/3BKR1P/8 w - - 9 34,b4b7 e7b7 d4e4 b7e4,2210,79,84,168,crushing hangingPiece master middlegame short,https://lichess.org/HogPu24I#67,
xIR1s,r2N2k1/p1p2q2/1r4pp/4p3/4Pp2/6P1/n2Q1PBP/3R2K1 b - - 2 28,f7b3 d2d7 b3d1 d7d1,2211,81,91,280,crushing master middlegame short,https://lichess.org/pBXzTtw0/black#56,
fX1mi,8/4r1kp/6p1/pp6/3p3q/5P1P/PP1R2P1/2Q3K1 w - - 4 35,g1h2 h4f4 h2g1 e7e2 d2c2 f4c1,2212,80,90,1517,crushing endgame long,https://lichess.org/WxwwnP23#69,
k7FGQ,r2q2rk/p1p1bp1n/2ppb2p/4P3/5Q2/2NB3P/PPP2PP1/R3R1K1 b - - 2 16,e6h3 f4h6 g8g2 g1h1 d8g8 h6h3 g2g4 e1e4,2212,112,83,40,advantage middlegame veryLong,https://lichess.org/NaaplKeT/black#32,Philidor_Defense Philidor_Defense_Other_variations
Grrzf,3r3k/p4rpp/1p4q1/2b5/2QN4/7P/P4PP1/3R1RK1 w - - 4 33,d4e6 d8d1 f1d1 f7f2 d1d8 f2f8,2212,82,88,189,advantage discoveredAttack long middlegame,https://lichess.org/alU2RC1X#65,
iRtzk,8/5p2/5p2/p2p1P1k/P1p2P2/4PK2/1P6/8 w - - 0 42,e3e4 d5d4 e4e5 f6e5 f4e5 h5g5,2213,76,90,1575,crushing endgame long pawnEndgame quietMove,https://lichess.org/pKWRHneW#83,
RiAck,4r1k1/1p3p1p/1p4p1/2nB4/2P2P2/1PB5/P1n1r1PP/3R1RK1 w - - 5 23,f1f2 e2f2 g1f2 c2e3 d1d4 e3d5 d4d5 c5e4 f2f3 e4c3,2213,76,94,722,advantage fork middlegame veryLong,https://lichess.org/YXWHYl3b#45,
3tNAb,rn3rk1/ppq2p2/2p3Bp/3p3Q/3P4/4bRP1/PP4PP/R6K b - - 0 20,f7g6 h5g6 c7g7 f3f8 g8f8 a1f1,2213,79,87,434,attraction crushing exposedKing kingsideAttack long middlegame pin,https://lichess.org/Me2hke2P/black#40,
YrwLo,2rqk2r/4bppp/p1b1pn2/3p4/1Q2P3/4BP2/PPP1B1PP/1NKR3R w k - 0 15,e3c5 e7c5 b4c5 c6a4 c5c8 d8c8,2216,76,93,10683,advantage long opening,https://lichess.org/D9RezkXl#29,Sicilian_Defense Sicilian_Defense_Four_Knights_Variation
yY9pY,r1b1k2N/ppp1q1pp/5n2/3Bp3/3nP3/8/PPPP1KPP/RNBQ3R w q - 1 9,h1f1 c8g4 d1e1 d4c2,2217,75,91,1947,advantage middlegame short,https://lichess.org/om9RmTd5#17,Italian_Game Italian_Game_Two_Knights_Defense
2ZLa3,r1bq2k1/ppp3pp/2n5/1BbNP1NQ/4p1n1/8/PPP3PP/R1B2K2 b - - 3 13,h7h6 b5c4 c6e5 d5f4 g8h8 f4g6 e5g6 g5f7 h8h7 f7d8,2217,121,80,23,advantage discoveredAttack fork middlegame pin quietMove sacrifice veryLong,https://lichess.org/hwVAP0v9/black#26,Italian_Game Italian_Game_Rousseau_Gambit
tBVAO,r1bk2n1/pppnb2r/3p4/5QBp/3q3P/8/PPP3P1/RN3R1K b - - 3 21,d7f8 f5f8 d8d7 f8f5 d7c6 f5h7 e7g5 h4g5,2217,78,91,7623,advantage fork opening pin veryLong,https://lichess.org/9eYt0FLI/black#42,
FbG84,8/8/3p4/pp1k1pp1/3P4/PP1KP1P1/8/8 w - - 0 41,b3b4 a5b4 a3b4 g5g4 d3c3 d5e4 c3d2 e4f3,2218,82,90,673,crushing endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/cePrCUcT#81,
OK49k,6k1/pp5p/2pB1Kp1/5p2/2P5/1P2r2P/6r1/3R2b1 b - - 1 30,e3h3 d6e5 g1b6 c4c5,2221,148,100,20,endgame equality quietMove short,https://lichess.org/v9BCsyLg/black#60,
7yR7q,5k2/pp4pp/2b1Q3/5p2/2P4q/1P1P2bP/P6N/R4BK1 w - - 4 32,e6c8 f8e7 a1e1 g3e1,2223,78,90,337,advantage defensiveMove master middlegame short,https://lichess.org/AN1AZKjz#63,
Lnw8L,r4b1r/pb2k2p/1q3pn1/1B1pp2Q/8/2N5/PPP3PP/R1B2R1K b - - 5 15,d5d4 f1f6 b6f6 c1g5 g6f4 g5f6,2226,84,86,58,attraction crushing long middlegame pin sacrifice,https://lichess.org/CGL4fI35/black#30,Sicilian_Defense Sicilian_Defense_Lowenthal_Variation
07Pik,q4rk1/2R2bpp/5p2/5P2/1Q1p2PN/P1p5/7P/1KBR4 w - - 2 32,c7c5 a8e4 b1a1 e4c2 b4b1 c2d1,2228,77,87,867,advantage long middlegame queensideAttack,https://lichess.org/rjoedeSG#63,
wBjwv,8/3k2B1/5p2/5P1p/4K2P/6P1/8/7n b - - 2 67,h1g3 e4f4 g3e2 f4f3 e2d4 f3e4 d4b5 g7f6,2230,76,87,148,crushing defensiveMove endgame master veryLong,https://lichess.org/jVcJZ2jD/black#134,
cSZu5,2k4r/1pp1bp2/p3q1bp/3P2p1/3Q4/1NP2PB1/PP5P/2KR4 b - - 0 22,e6f5 d4h8 c8d7 b3d4,2231,75,90,219,middlegame,https://lichess.org/6GNvm54E/black#44,
UEKQe,1R6/R7/5K1k/5P2/4r3/8/1p3r2/8 b - - 3 53,h6h5 a7g7 e4e8 b8e8 f2f5 f6e6,2233,129,78,9,crushing endgame long quietMove rookEndgame,https://lichess.org/JExPHG6l/black#106,
2w3MA,7Q/1k1b4/1q2p3/3pP3/r2NnP1P/Pp6/1P6/1KR4R w - - 3 31,h8g7 e4d2 b1a1 a4a3 b2a3 b6d4 c1c3 d4c3,2234,77,94,3608,master mate mateIn4 middlegame queensideAttack veryLong,https://lichess.org/9CZkj4ah#61,
zUnNF,3r4/5kp1/p5p1/1p6/4n2P/N5P1/P2p4/3R1KB1 w - - 0 33,g1e3 d8d3 a3c2 d3c3 e3d2 c3c2,2235,83,91,969,advantage endgame fork long,https://lichess.org/jiO2Gz22#65,
iEGlm,r4rk1/3q1ppp/2ppnb2/B2Q4/P4P2/1P1B3P/2P3P1/1R3RK1 w - - 0 21,d5f5 f6d4 g1h1 g7g6 f5e4 a8a5,2240,76,92,3423,advantage long middlegame,https://lichess.org/w7MujN7a#41,
